"No.","Channel Name","Receive Frequency","Transmit Frequency","Channel Type","Transmit Power","Band Width","CTCSS/DCS Decode","CTCSS/DCS Encode","Contact","Contact Call Type","Radio ID","Busy Lock/TX Permit","Squelch Mode","Optional Signal","DTMF ID","2Tone ID","5Tone ID","PTT ID","Color Code","Slot","Scan List","Receive Group List","TX Prohibit","Reverse","Simplex TDMA","TDMA Adaptive","Encryption Type","Digital Encryption","Call Confirmation","Talk Around","Work Alone","Custom CTCSS","2TONE Decode","Ranging","Through Mode","Digi APRS RX","Analog APRS PTT Mode","Digital APRS PTT Mode","APRS Report Type","Digital APRS Report Channel","Correct Frequency[Hz]","SMS Confirmation"
"1","146.500 aprs","146.50000","146.50000","A-Analog","Mid","25K","Off","Off","Wash 1","Group Call","YOUR CALL","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","End Of Transmission","Off","Analog","1","0","Off"
"2","144.39 aprs Rx","144.39000","144.39000","A-Analog","Mid","25K","Off","Off","Wash 1","Group Call","YOUR CALL","Off","Carrier","Off","1","1","1","Off","1","1","None","None","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","End Of Transmission","Off","Analog","1","0","Off"
"3","4.39 Alert 100.0","144.39000","144.39000","A-Analog","Low","25K","Off","100.0","Wash 1","Group Call","YOUR CALL","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","End Of Transmission","Off","Analog","1","0","Off"
"4","APRS BM 435 TS2","435.00000","435.00000","D-Digital","Mid","12.5K","Off","Off","APRS 31099 PC","Private Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","End Of Transmission","On","Digital","4","0","On"
"5","APRS BM 434 TS1","434.00000","434.00000","D-Digital","Mid","12.5K","Off","Off","APRS 31099 PC","Private Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","End Of Transmission","On","Digital","4","0","On"
"6","APRS BM 434 TS2","434.00000","434.00000","D-Digital","Mid","12.5K","Off","Off","APRS 31099 PC","Private Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","End Of Transmission","On","Digital","5","0","On"
"7","APRS BM 433 TS2","433.00000","433.00000","D-Digital","Mid","12.5K","Off","Off","APRS 31099 PC","Private Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","End Of Transmission","On","Digital","5","0","On"
"8","APRS BM 432 TS2","432.00000","432.00000","D-Digital","Mid","12.5K","Off","Off","APRS 31099 PC","Private Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","End Of Transmission","On","Digital","5","0","On"
"9","APRS BM 431 TS2","431.00000","431.00000","D-Digital","Mid","12.5K","Off","Off","APRS 31099 PC","Private Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","End Of Transmission","On","Digital","5","0","On"
"10","BawFaw Audio Tes","440.43750","445.73750","D-Digital","High","12.5K","Off","Off","Audio Test","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","BawFaw/Ferndale","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"11","BawFaw Bridge 2","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","Bridge","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","BawFaw/Ferndale","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"12","BawFaw BC 1","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","BC 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","BawFaw/Ferndale","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"13","BawFaw Cal 1","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","California 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","BawFaw/Ferndale","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"14","BawFaw Canada 2","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","Canada","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","BawFaw/Ferndale","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"15","BawFaw Comm 1","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","Comm 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","BawFaw/Ferndale","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"16","BawFaw DCI 1","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","DCI 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","BawFaw/Ferndale","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"17","BawFaw DCI 2","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","DCI 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","BawFaw/Ferndale","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"18","BawFaw Hawaii 2","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","Hawaii 31150","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","BawFaw/Ferndale","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"19","BawFaw Idaho 1","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","Idaho 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","BawFaw/Ferndale","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"20","BawFaw I-5","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","I5","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","BawFaw/Ferndale","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"21","BawFaw Local 1","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","Local 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","BawFaw/Ferndale","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"22","BawFaw Local 2","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","Local 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","BawFaw/Ferndale","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"23","BawFaw Montana","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","Montana 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","BawFaw/Ferndale","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"24","BawFaw NA 2","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","North America","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","BawFaw/Ferndale","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"25","BawFaw Oregon 1","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","Oregon 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","BawFaw/Ferndale","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"26","BawFaw Parrot","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","Parrot","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","BawFaw/Ferndale","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"27","BawFaw PNW 1","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","PNW 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","BawFaw/Ferndale","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"28","BawFaw PNW 2","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","PNW 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","BawFaw/Ferndale","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"31","BawFaw SNARS 2","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","SNARS 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","BawFaw/Ferndale","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"32","BawFaw TAC 1","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","TAC 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","BawFaw/Ferndale","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"33","BawFaw TAC 2","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","TAC 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","BawFaw/Ferndale","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"34","BawFaw TAC 3","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","TAC 3","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","BawFaw/Ferndale","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"35","BawFaw TAC 310","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","TAC 310","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","BawFaw/Ferndale","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"36","BawFaw TAC 311","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","TAC 311","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","BawFaw/Ferndale","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"37","BawFaw TAC 312","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","TAC 312","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","BawFaw/Ferndale","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"38","BawFaw TAC 313","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","TAC 313","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","BawFaw/Ferndale","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"39","BawFaw TAC 314","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","TAC 314","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","BawFaw/Ferndale","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"40","BawFaw TAC 315","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","TAC 315","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","BawFaw/Ferndale","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"41","BawFaw TAC 316","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","TAC 316","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","BawFaw/Ferndale","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"42","BawFaw TAC 317","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","TAC 317","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","BawFaw/Ferndale","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"43","BawFaw TAC 318","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","TAC 318","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","BawFaw/Ferndale","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"44","BawFaw TAC 319","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","TAC 319","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","BawFaw/Ferndale","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"45","BawFaw TAC Eng 2","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","English PTT 123","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","BawFaw/Ferndale","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"46","BawFaw USA 2","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","USA","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","BawFaw/Ferndale","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"47","BawFaw Wash 1","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","Wash 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","BawFaw/Ferndale","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"48","BawFaw Wash 2","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","Wash 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","BawFaw/Ferndale","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"49","BawFaw WW2","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","Worldwide","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","BawFaw/Ferndale","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"50","BawFaw WW Eng","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","Worldwide Englsh","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","BawFaw/Ferndale","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"51","B'ham Aud Test","440.92500","445.92500","D-Digital","High","12.5K","Off","Off","Audio Test","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Bellingham UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"52","B'ham Bridge 2","440.92500","445.92500","D-Digital","High","12.5K","Off","Off","Bridge","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Bellingham UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"53","B'ham BC 1","440.92500","445.92500","D-Digital","High","12.5K","Off","Off","BC 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Bellingham UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"54","B'ham Cal 1","440.92500","445.92500","D-Digital","High","12.5K","Off","Off","California 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Bellingham UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"55","B'ham Canada 2","440.92500","445.92500","D-Digital","High","12.5K","Off","Off","Canada","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Bellingham UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"56","B'ham Comm 1","440.92500","445.92500","D-Digital","High","12.5K","Off","Off","Comm 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Bellingham UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"57","B'ham DCI 1","440.92500","445.92500","D-Digital","High","12.5K","Off","Off","DCI 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Bellingham UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"58","B'ham DCI 2","440.92500","445.92500","D-Digital","High","12.5K","Off","Off","DCI 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Bellingham UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"59","B'ham Hawaii 1","440.92500","445.92500","D-Digital","High","12.5K","Off","Off","Hawaii 31150","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Bellingham UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"60","B'ham Idaho 1","440.92500","445.92500","D-Digital","High","12.5K","Off","Off","Idaho 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Bellingham UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"61","B'ham I-5","440.92500","445.92500","D-Digital","High","12.5K","Off","Off","I5","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Bellingham UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"62","B'ham Local 1","440.92500","445.92500","D-Digital","High","12.5K","Off","Off","Local 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Bellingham UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"63","B'ham Local 2","440.92500","445.92500","D-Digital","High","12.5K","Off","Off","Local 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Bellingham UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"64","B'ham Montana 2","440.92500","445.92500","D-Digital","High","12.5K","Off","Off","Montana 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Bellingham UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"65","B'ham NA 2","440.92500","445.92500","D-Digital","High","12.5K","Off","Off","North America","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Bellingham UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"66","B'ham Oregon 1","440.92500","445.92500","D-Digital","High","12.5K","Off","Off","Oregon 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Bellingham UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"67","B'ham Parrot","440.92500","445.92500","D-Digital","High","12.5K","Off","Off","Parrot","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Bellingham UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"68","B'ham PNW 1","440.92500","445.92500","D-Digital","High","12.5K","Off","Off","PNW 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Bellingham UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"69","B'ham PNW 2","440.92500","445.92500","D-Digital","High","12.5K","Off","Off","PNW 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Bellingham UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"72","B'ham SNARS 2","440.92500","445.92500","D-Digital","High","12.5K","Off","Off","SNARS 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Bellingham UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"73","B'ham TAC 1","440.92500","445.92500","D-Digital","High","12.5K","Off","Off","TAC 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Bellingham UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"74","B'ham TAC 2","440.92500","445.92500","D-Digital","High","12.5K","Off","Off","TAC 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Bellingham UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"75","B'ham TAC 3","440.92500","445.92500","D-Digital","High","12.5K","Off","Off","TAC 3","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Bellingham UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"76","B'ham TAC 310","440.92500","445.92500","D-Digital","High","12.5K","Off","Off","TAC 310","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Bellingham UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"77","B'ham TAC 311","440.92500","445.92500","D-Digital","High","12.5K","Off","Off","TAC 311","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Bellingham UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"78","B'ham TAC 312","440.92500","445.92500","D-Digital","High","12.5K","Off","Off","TAC 312","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Bellingham UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"79","B'ham TAC 313","440.92500","445.92500","D-Digital","High","12.5K","Off","Off","TAC 313","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Bellingham UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"80","B'ham TAC 314","440.92500","445.92000","D-Digital","High","12.5K","Off","Off","TAC 314","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Bellingham UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"81","B'ham TAC 315","440.92500","445.92500","D-Digital","High","12.5K","Off","Off","TAC 315","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Bellingham UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"82","B'ham TAC 316","440.92500","445.92500","D-Digital","High","12.5K","Off","Off","TAC 316","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Bellingham UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"83","B'ham TAC 317","440.92500","445.92500","D-Digital","High","12.5K","Off","Off","TAC 317","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Bellingham UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"84","B'ham TAC 318","440.92500","445.92500","D-Digital","High","12.5K","Off","Off","TAC 318","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Bellingham UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"85","B'ham TAC 319","440.92500","445.92500","D-Digital","High","12.5K","Off","Off","TAC 319","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Bellingham UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"86","B'ham TAC Eng 2","440.92500","445.92500","D-Digital","High","12.5K","Off","Off","English PTT 123","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Bellingham UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
